SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,CLV,ChargesRatio,ServiceCount,HasTechSupport,HasSecurityServices,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 years,TenureGroup_2-4 years,TenureGroup_4+ years,TenureGroup_6-12 months,ChargesCategory_Low,ChargesCategory_Medium
0,1,1,19,1,0,25.6,485.9,0,486.40000000000003,0.9989720394736841,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0,1,0,26,1,1,73.5,1905.7,0,1911.0,0.9972265829408686,6,0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False
0,1,1,21,1,1,74.05,1565.7,1,1555.05,1.0068486543841035,3,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,50,1,1,98.25,4858.7,0,4912.5,0.9890483460559796,6,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1,0,68,0,1,54.4,3723.65,0,3699.2,1.006609537197232,5,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True
0,0,0,3,1,1,101.55,298.35,1,304.65,0.9793205317577549,6,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,1,9,1,0,103.1,970.45,0,927.9,1.045856234508029,6,1,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,1,51,0,0,34.2,1782.0,0,1744.2,1.021671826625387,3,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,9,1,1,43.75,405.7,0,393.75,1.0303492063492063,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
1,1,1,41,1,1,111.95,4534.9,1,4589.95,0.9880064052985327,8,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False
0,0,0,22,1,1,100.65,2415.95,0,2214.3,1.0910671544054553,6,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,1,21,0,1,55.95,1157.05,1,1174.95,0.9847653091620919,5,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True
0,1,1,71,1,1,116.05,8297.5,0,8239.55,1.00703315108228,9,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,1,1,0,45.75,45.75,1,45.75,1.0,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,26,1,1,82.0,2083.1,0,2132.0,0.9770637898686678,7,1,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
0,1,0,71,1,0,65.15,4681.75,0,4625.650000000001,1.0121280252505052,6,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,4,1,1,44.8,176.2,0,179.2,0.9832589285714286,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,12,1,1,79.8,1001.2,0,957.5999999999999,1.0455304928989142,4,0,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,18,1,1,88.85,1594.75,0,1599.3,0.9971550053148253,5,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,3,1,1,74.95,212.4,0,224.85000000000002,0.9446297531687791,3,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,72,1,1,106.85,7677.4,0,7693.2,0.9979462382363645,7,0,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False
0,0,0,11,1,0,74.95,815.5,1,824.45,0.9891442780035175,3,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,1,1,0,80.15,80.15,1,80.15,1.0,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,0,0,13,1,0,19.3,259.65,0,250.9,1.0348744519728974,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,1,0,72,1,1,109.25,8109.8,1,7866.0,1.0309941520467836,8,1,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1,0,42,1,0,56.1,2386.85,0,2356.2000000000003,1.0130082335964687,4,0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0,0,17,1,0,19.7,340.35,0,334.9,1.016273514481935,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1,0,0,7,1,1,51.3,419.35,0,359.09999999999997,1.1677805625174047,3,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
0,1,0,68,1,0,118.6,7990.05,0,8064.799999999999,0.9907313262573159,9,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
0,1,1,56,1,0,24.15,1402.25,0,1352.3999999999999,1.036860396332446,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
0,1,1,38,1,0,20.3,749.35,0,771.4,0.971415607985481,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0,1,1,72,1,1,115.5,8425.15,0,8316.0,1.0131253006253005,9,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,48,1,0,25.05,1171.5,0,1202.4,0.9743013972055887,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
1,1,0,52,1,1,109.1,5647.95,0,5673.2,0.9955492491010365,8,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,35,1,0,19.65,708.8,0,687.75,1.0306070519810977,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0,1,0,67,1,1,111.3,7567.2,0,7457.099999999999,1.0147644526692683,8,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,1,0,0,29.9,29.9,0,29.9,1.0,2,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,53,1,1,80.6,4348.1,0,4271.799999999999,1.0178613230956508,4,1,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,1,34,1,0,20.8,635.9,0,707.2,0.8991798642533936,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
0,0,0,3,0,0,35.2,108.95,1,105.60000000000001,1.0317234848484849,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,0,1,1,0,78.8,78.8,1,78.8,1.0,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,19,1,0,89.95,1682.4,0,1709.05,0.9844065416459438,5,1,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
1,1,0,60,1,1,116.05,6925.9,0,6963.0,0.9946718368519316,9,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,11,1,0,19.55,223.15,0,215.05,1.037665659149035,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False
0,0,0,47,1,1,106.4,5127.95,1,5000.8,1.0254259318509038,7,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,18,1,0,49.4,874.8,1,889.1999999999999,0.9838056680161944,3,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,1,60,1,0,115.25,6758.45,0,6915.0,0.9773608098336949,9,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,0,72,1,0,24.8,1874.3,0,1785.6000000000001,1.0496751792114694,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,0,39,1,0,19.9,791.15,0,776.0999999999999,1.01939183094962,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0,1,0,59,1,1,81.25,4639.45,0,4793.75,0.9678122555410691,4,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1,1,2,1,0,69.95,143.9,0,139.9,1.028591851322373,2,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,0,1,1,0,69.1,69.1,1,69.1,1.0,2,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,20,1,1,90.2,1776.55,1,1804.0,0.9847838137472283,4,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,6,1,1,93.55,536.4,1,561.3,0.9556386958845537,5,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,71,1,1,86.4,6172.0,0,6134.400000000001,1.0061293688054251,5,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
0,1,0,24,1,0,66.3,1559.45,0,1591.1999999999998,0.9800465057818001,6,0,1,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1,1,0,67,1,1,94.65,6079.0,0,6341.55,0.9585984499057801,5,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
0,0,0,1,1,1,80.85,80.85,1,80.85,1.0,3,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,1,48,1,1,82.05,4029.95,1,3938.3999999999996,1.0232454803981312,4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
0,1,0,37,1,0,72.1,2658.4,0,2667.7,0.996513850882783,6,1,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
0,0,0,11,0,0,34.7,383.55,0,381.70000000000005,1.004846738276133,3,0,1,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
0,1,0,3,1,1,20.55,51.15,1,61.650000000000006,0.8296836982968369,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0,18,1,1,95.95,1745.5,0,1727.1000000000001,1.0106536969486422,5,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,1,1,50,1,1,44.8,2230.85,0,2240.0,0.9959151785714285,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,1,1,67,1,1,109.4,7281.6,0,7329.8,0.9934241043411826,8,1,1,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1,0,25,1,1,71.05,1837.7,0,1776.25,1.0345953553835328,6,1,1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1,0,0,2,1,1,78.55,149.55,1,157.1,0.9519414385741567,4,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,9,1,0,19.7,180.7,0,177.29999999999998,1.0191765369430343,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False
0,0,1,10,0,0,40.25,411.45,0,402.5,1.0222360248447204,4,1,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
0,1,0,70,1,0,19.85,1328.35,0,1389.5,0.955991363799928,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,0,9,1,1,68.25,576.95,0,614.25,0.9392755392755393,6,1,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,4,1,1,20.15,68.45,0,80.6,0.8492555831265509,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,2,1,0,50.95,123.05,0,101.9,1.2075564278704611,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,1,1,1,0,78.65,78.65,1,78.65,1.0,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,19,0,1,25.15,468.35,0,477.84999999999997,0.9801192842942347,1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,7,1,1,20.25,174.7,0,141.75,1.2324514991181656,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,1,1,1,42.9,42.9,1,42.9,1.0,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,1,0,44.0,44.0,0,44.0,1.0,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,9,1,0,20.25,172.35,0,182.25,0.945679012345679,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
0,0,0,3,0,0,34.25,139.35,1,102.75,1.3562043795620438,3,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,9,0,0,58.5,539.85,1,526.5,1.0253561253561254,6,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
0,0,0,5,1,0,55.8,300.4,0,279.0,1.0767025089605733,4,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,56,1,0,88.9,4968.0,0,4978.400000000001,0.9979109754137875,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False
0,0,1,18,1,0,57.65,992.7,0,1037.7,0.9566348655680833,4,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1,0,0,49,1,1,96.2,4718.25,1,4713.8,1.0009440366583224,5,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,0,70,1,0,79.15,5536.5,0,5540.5,0.9992780434978793,8,1,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0,0,72,1,1,108.05,7806.6,0,7779.599999999999,1.0034706154558075,8,1,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
1,0,0,6,1,0,74.4,434.1,1,446.40000000000003,0.9724462365591398,3,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,17,1,1,94.8,1563.9,0,1611.6,0.9704020848845869,5,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,29,0,1,45.9,1332.4,0,1331.1,1.0009766358650742,3,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
0,1,0,6,1,1,105.3,545.2,1,631.8,0.862931307375752,7,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,0,63,1,0,102.6,6296.75,0,6463.799999999999,0.9741560691853091,6,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,0,16,1,1,73.85,1284.2,1,1181.6,1.0868314150304672,3,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,59,1,1,61.35,3645.5,0,3619.65,1.0071415744616192,4,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
0,0,0,3,1,0,57.55,161.45,0,172.64999999999998,0.9351288734433826,4,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,8,0,1,29.25,226.95,0,234.0,0.9698717948717949,2,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1,1,0,7,1,1,84.55,646.85,1,591.85,1.0929289515924643,4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,0,0,68,1,0,19.6,1441.65,0,1332.8000000000002,1.0816701680672267,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,1,1,68,1,0,111.75,7511.3,0,7599.0,0.9884590077641795,8,1,1,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
1,1,0,52,1,1,106.5,5621.85,0,5538.0,1.0151408450704227,7,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1,1,72,1,1,107.7,7919.8,0,7754.400000000001,1.0213298256473744,8,1,1,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,0,32,1,0,19.3,593.2,0,617.6,0.9604922279792747,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0,1,0,72,1,0,20.05,1423.65,0,1443.6000000000001,0.9861803823773898,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
0,1,1,1,1,1,69.95,69.95,0,69.95,1.0,2,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,42,1,0,63.7,2763.35,0,2675.4,1.0328735889960379,5,1,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
0,0,0,25,1,0,24.75,692.1,1,618.75,1.1185454545454545,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
0,0,0,45,1,1,50.9,2298.55,0,2290.5,1.0035145164811177,3,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,43,0,1,60.4,2640.55,0,2597.2,1.0166910519020484,6,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True
0,1,0,37,1,0,79.25,2911.8,0,2932.25,0.9930258334043823,7,0,1,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False
1,0,0,20,1,1,85.8,1727.5,1,1716.0,1.0067016317016317,4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0,0,0,4,0,1,24.45,86.6,1,97.8,0.885480572597137,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,63,1,1,110.1,6705.7,0,6936.299999999999,0.966754609806381,8,1,1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,0,0,3,1,0,90.7,237.65,0,272.1,0.8733921352443954,4,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,1,66,1,1,25.3,1672.35,0,1669.8,1.0015271289974848,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,0,28,1,1,105.7,2979.5,1,2959.6,1.0067238816056223,7,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,0,8,1,0,85.2,695.75,0,681.6,1.0207599765258215,4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,0,1,71,1,0,24.35,1654.6,0,1728.8500000000001,0.9570523758567833,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0,0,0,1,0,1,24.25,24.25,1,24.25,1.0,1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,72,1,0,25.1,1857.85,0,1807.2,1.0280267817618414,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
1,1,0,16,1,1,54.55,825.1,0,872.8,0.9453483043079745,4,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,66,1,0,96.6,6424.25,0,6375.599999999999,1.0076306543697848,7,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0,0,11,1,1,76.5,837.95,1,841.5,0.9957813428401664,3,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,51,1,1,81.15,4126.2,0,4138.650000000001,0.9969917726794968,8,1,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,1,8,0,1,38.5,330.8,0,308.0,1.074025974025974,3,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,0,0,14,1,1,92.9,1337.45,0,1300.6000000000001,1.0283330770413655,4,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,4,1,1,93.5,362.2,1,374.0,0.9684491978609625,6,1,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,70,1,0,84.7,5991.05,0,5929.0,1.0104655085174565,8,0,1,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
0,0,1,70,1,0,66.0,4891.5,0,4620.0,1.0587662337662338,6,1,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1,1,0,54,1,1,101.5,5373.1,1,5481.0,0.9803138113482942,6,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False
0,0,1,28,1,1,74.9,2068.55,1,2097.2000000000003,0.9863389280946023,3,0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,24,1,0,20.75,487.05,0,498.0,0.9780120481927711,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0,1,0,69,1,1,61.45,4131.2,0,4240.05,0.9743281329229607,4,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
0,1,1,42,1,0,54.5,2301.15,0,2289.0,1.005307994757536,4,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1,0,0,2,1,1,69.6,131.65,1,139.2,0.9457614942528737,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,39,1,1,99.75,4036.0,0,3890.25,1.03746545851809,6,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,1,45,1,1,109.75,4900.65,0,4938.75,0.9922854973424449,8,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,1,1,72,1,1,80.85,5727.45,0,5821.2,0.9838950731807875,8,1,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
